date,away_name,away_score,home_name,home_score,status,home_team_won,winner_name,winner_score,loser_name,loser_score,score_diff,home_sent_overall,home_sent_espn,home_sent_google,home_sent_headlines,home_sent_recent,home_sent_pct_positive_articles,home_sent_pct_negative_articles,home_inj_mention_rate,home_inj_severity_score,home_inj_article_count_norm,home_inj_key_player_flag,home_inj_sentiment,home_lineup_change_signal,home_lineup_starter_mention_rate,home_lineup_benched_signal,home_lineup_roster_instability,home_lineup_sentiment,home_momentum_win_mention_rate,home_momentum_loss_mention_rate,home_momentum_score,home_momentum_slump_score,home_momentum_net,home_momentum_win_loss_ratio,home_ctx_coaching_mention_rate,home_ctx_coaching_instability,home_ctx_ranking_mention_rate,home_ctx_fatigue_signal,home_ctx_home_away_context,home_data_total_articles_norm,home_data_source_diversity,home_data_confidence,home_efg_pct,home_tov_pct,home_orb_pct,home_ftr,home_kenpom_rank,home_adj_em,home_adj_o,home_adj_d,away_sent_overall,away_sent_espn,away_sent_google,away_sent_headlines,away_sent_recent,away_sent_pct_positive_articles,away_sent_pct_negative_articles,away_inj_mention_rate,away_inj_severity_score,away_inj_article_count_norm,away_inj_key_player_flag,away_inj_sentiment,away_lineup_change_signal,away_lineup_starter_mention_rate,away_lineup_benched_signal,away_lineup_roster_instability,away_lineup_sentiment,away_momentum_win_mention_rate,away_momentum_loss_mention_rate,away_momentum_score,away_momentum_slump_score,away_momentum_net,away_momentum_win_loss_ratio,away_ctx_coaching_mention_rate,away_ctx_coaching_instability,away_ctx_ranking_mention_rate,away_ctx_fatigue_signal,away_ctx_home_away_context,away_data_total_articles_norm,away_data_source_diversity,away_data_confidence,away_efg_pct,away_tov_pct,away_orb_pct,away_ftr,away_kenpom_rank,away_adj_em,away_adj_o,away_adj_d
2026-02-22,Fairfield,85,Quinnipiac,79,Final,0,Fairfield,85,Quinnipiac,79,-6,0.4929,0.0,0.4929,0.3546799999999999,0.73388,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.15,0.0,0.15,2.666666666666667,0.15,0.0,0.0,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.488,0.131,0.344,0.331,220.0,-4.2,103.71871372670978,107.9149128951407,0.5790842105263158,0.0,0.5790842105263158,0.3792157894736842,0.7108800000000001,0.6842105263157895,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4210526315789473,0.1578947368421052,0.1578947368421052,0.0526315789473684,0.1052631578947368,2.6666666666666665,0.1578947368421052,1.0,0.0526315789473684,0.0,0.0,0.5428571428571428,0.25,0.3964285714285714,0.491,0.125,0.361,0.277,258.0,-7.71,105.37683351207647,113.08949306238084
2026-02-22,PFW,92,Clev. St.,86,Final,0,PFW,92,Clev. St.,86,-6,0.380495,0.0,0.380495,0.204805,0.2542399999999999,0.55,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.15,0.15,0.15,0.0,2.3333333333333335,0.4,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.0,0.0,0.0,0.0,315.0,-13.91,109.66338966557292,123.57185203854286,0.330565,0.0,0.330565,0.14926,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.15,0.1,0.0499999999999999,2.666666666666667,0.2,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.544,0.127,0.236,0.299,0.0,0.0,0.0,0.0
2026-02-22,N. Kentucky,58,Youngstown St.,64,Final,1,Youngstown St.,64,N. Kentucky,58,6,0.46629,0.0,0.46629,0.27171,0.74364,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.15,0.15,0.0,3.3333333333333335,0.15,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.547,0.158,0.321,0.316,190.0,-1.97,106.348451854675,108.31651110865953,0.25615,0.0,0.25615,0.10571,0.4274799999999999,0.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,0.1,0.1999999999999999,1.4999999999999998,0.15,1.0,0.25,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.544,0.14,0.331,0.362,179.0,-1.21,108.94497367407952,110.15423670748676
2026-02-22,Rice,75,Tulane,81,Final,1,Tulane,81,Rice,75,6,0.341865,0.0,0.341865,0.20647,0.9217,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.2,0.1,0.1,4.0,0.2,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.495,0.14,0.2319999999999999,0.434,201.0,-2.58,107.49017991994737,110.06572228571824,0.2279249999999999,0.0,0.2279249999999999,0.093975,-0.0591999999999999,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.15,0.1,0.0499999999999999,1.6666666666666667,0.2,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.496,0.148,0.36,0.34,211.0,-3.57,108.99602422873222,112.57087822615831
2026-02-22,Robert Morris,81,Wright St.,68,Final,0,Robert Morris,81,Wright St.,68,-13,0.2824449999999999,0.0,0.2824449999999999,0.104135,0.15272,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.15,0.0,1.3333333333333337,0.15,1.0,0.25,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.549,0.14,0.342,0.377,130.0,3.36,112.38262861292732,109.02350427144236,0.4485949999999999,0.0,0.4485949999999999,0.229105,0.5593,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.15,0.15,0.0,3.3333333333333335,0.15,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.549,0.156,0.386,0.273,150.0,1.03,109.95578839607614,108.92585314428678
2026-02-22,Saint Peter's,63,Siena,72,Final,1,Siena,72,Saint Peter's,63,9,0.5321899999999999,0.0,0.5321899999999999,0.292195,0.81372,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.15,0.1,0.0499999999999999,3.3333333333333335,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.506,0.138,0.319,0.342,186.0,-1.7,107.22800940043874,108.92873274960786,0.2019449999999999,0.0,0.2019449999999999,0.11737,-0.18626,0.4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.15,0.1,0.0499999999999999,2.0,0.2,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.474,0.145,0.372,0.35,240.0,-6.55,103.22258275376694,109.77566149961233
2026-02-22,Towson,62,Drexel,68,Final,1,Drexel,68,Towson,62,6,0.5541449999999999,0.0,0.5541449999999999,0.3696899999999999,0.9217,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.15,0.15,0.0,4.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.508,0.1639999999999999,0.317,0.312,202.0,-2.49,102.61932237577534,105.10442989288497,0.5336549999999999,0.0,0.5336549999999999,0.3158149999999999,0.8427,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.15,0.15,0.0,3.3333333333333335,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.477,0.132,0.366,0.299,175.0,-0.76,104.11285922341384,104.87656295584073
2026-02-22,Milwaukee,70,Oakland,81,Final,1,Oakland,81,Milwaukee,70,11,0.579305,0.0,0.579305,0.3901699999999999,0.9217,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.2,0.1,0.1,4.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.533,0.127,0.316,0.38,178.0,-1.2,113.78615945150086,114.9829455332364,0.1938099999999999,0.0,0.1938099999999999,0.025715,0.3075199999999999,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.15,0.15,0.0,2.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.505,0.127,0.336,0.322,273.0,-9.16,106.04399173958892,115.205289097309
2026-02-22,FAU,72,North Texas,73,Final,1,North Texas,73,FAU,72,1,0.289005,0.0,0.289005,0.115325,0.12738,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.2,0.05,0.15,2.0,0.25,1.0,0.25,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.474,0.142,0.3339999999999999,0.399,140.0,1.91,103.10317954710496,101.19332062486195,0.213315,0.0,0.213315,0.051305,0.1171799999999999,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.2,0.1,0.1,1.6666666666666667,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.525,0.148,0.3289999999999999,0.33,0.0,0.0,0.0,0.0
2026-02-22,Iowa,71,Wisconsin,84,Final,1,Wisconsin,84,Iowa,71,13,0.10665,0.0,0.10665,-0.0790149999999999,-0.08996,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3,0.15,0.1,0.0499999999999999,0.8333333333333334,0.2,1.0,0.45,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.545,0.111,0.294,0.319,21.0,25.54,127.17969788354984,101.64294639524591,0.2406149999999999,0.0,0.2406149999999999,0.04518,0.1163199999999999,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.15,0.0,1.3333333333333337,0.2,1.0,0.55,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.566,0.134,0.301,0.345,26.0,21.93,122.13362314326976,100.20069129433892
2026-02-22,UTSA,74,Tulsa,100,Final,1,Tulsa,100,UTSA,74,26,0.25171,0.0,0.25171,0.12732,0.0,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.15,0.15,0.0,2.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.566,0.129,0.336,0.405,65.0,12.71,120.96862669333368,108.26306719888473,0.4843999999999999,0.0,0.4843999999999999,0.26363,0.65696,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.15,0.1,0.0499999999999999,2.0,0.25,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.459,0.145,0.31,0.29,336.0,-17.63,100.52011929523158,118.15487293185126
2026-02-23,Louisville,74,N. Carolina,77,Final,1,N. Carolina,77,Louisville,74,3,0.233975,0.0,0.233975,0.020615,-0.09006,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.1,0.0499999999999999,1.3333333333333337,0.15,1.0,0.35,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.5176666666666666,0.145,0.315,0.4043333333333334,169.0,4.3100000000000005,112.91154466746676,108.60095718042527,0.312975,0.0,0.312975,0.069465,0.23352,0.6,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.15,0.15,0.2,0.05,0.15,1.0,0.2,1.0,0.25,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.564,0.141,0.3289999999999999,0.335,137.0,9.145,113.89474250550515,104.74933383600856
2026-02-23,Nicholls,53,Lamar,52,Final,0,Nicholls,53,Lamar,52,-1,0.5891249999999999,0.0,0.5891249999999999,0.3938499999999999,0.9217,0.65,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.55,0.15,0.2,0.05,0.15,3.666666666666667,0.15,1.0,0.05,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.486,0.15,0.36,0.278,253.0,-7.28,102.78808779998134,110.06373378402031,0.443335,0.0,0.443335,0.2411149999999999,0.73736,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.2,0.1,0.1,3.3333333333333335,0.2,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.51,0.15,0.291,0.343,248.0,-7.18,104.8247594084358,112.00842171261624
2026-02-23,TX A&M-CC,73,SE Louisiana,68,Final,0,TX A&M-CC,73,SE Louisiana,68,-5,0.56368,0.0,0.56368,0.3700799999999999,0.611,0.65,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.15,0.2,0.15,0.05,3.666666666666667,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.47,0.163,0.291,0.396,296.0,-10.8,99.36979194897351,110.16879952437591,0.6287599999999999,0.0,0.6287599999999999,0.431345,0.7210599999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.15,0.15,0.0,4.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.5115000000000001,0.14900000000000002,0.33899999999999997,0.387,0.0,0.0,0.0,0.0
2026-02-23,Houston Chr.,69,East Texas A&M,68,Final,0,Houston Chr.,69,East Texas A&M,68,-1,0.16716,0.0,0.16716,-0.03167,-0.0996,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.05,0.15,1.3333333333333337,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.508,0.165,0.266,0.311,293.0,-10.88,100.61658977919274,111.49313317540047,0.322535,0.0,0.322535,0.104225,0.41656,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.15,0.15,0.0,1.25,0.25,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.497,0.165,0.305,0.364,309.0,-12.28,101.64158691295673,113.91940864785649
2026-02-23,New Orleans,77,SF Austin,73,Final,0,New Orleans,77,SF Austin,73,-4,0.229695,0.0,0.229695,0.089565,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.15,0.15,0.0,1.6666666666666667,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.521,0.1159999999999999,0.349,0.294,89.0,8.48,112.51940114051442,104.03640616881236,-0.14909,0.0,-0.14909,-0.22757,-0.21642,0.15,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.0,1.0,0.2,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.496,0.174,0.356,0.464,200.0,-2.47,108.66557507531222,111.13819259762204
2026-02-23,UT-Rio Grande Valley,68,McNeese,75,Final,1,McNeese,75,UT-Rio Grande Valley,68,7,0.160085,0.0,0.160085,0.00381,-0.12158,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.15,0.15,0.1,0.0499999999999999,3.0,0.15,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.523,0.119,0.364,0.381,73.0,11.01,113.15720899880324,102.15010664394066,0.359755,0.0,0.359755,0.2122049999999999,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.15,0.0,1.3333333333333337,0.15,1.0,0.2,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.557,0.157,0.296,0.292,119.0,4.77,111.29400083215644,106.52565552076528
2026-02-23,Incarnate Word,49,Northwestern St.,54,Final,1,Northwestern St.,54,Incarnate Word,49,5,0.14109,0.0,0.14109,-0.0060599999999999,0.1171799999999999,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.2,0.15,0.05,1.6666666666666667,0.2,1.0,0.1,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.494,0.156,0.272,0.403,306.0,-12.05,100.65836109887913,112.71226286233248,0.180665,0.0,0.180665,0.031485,0.02742,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.0,1.0,0.15,1.0,0.15,0.0,0.0,0.5714285714285714,0.25,0.4107142857142857,0.521,0.142,0.341,0.33,274.0,-9.49,108.56640424499936,118.0581250352588
