team_id,cbs_name,kenpom_rank,adj_em,adj_o,adj_d,as_of_date,source,schema_version
Milwaukee,Milwaukee,268,-8.33,106.38020960331433,114.71105405936441,2026-03-04,barttorvik,1.0
Delaware,Delaware,269,-8.33,106.36387776592682,114.69570481397717,2026-03-04,barttorvik,1.0
Longwood,Longwood,270,-8.36,102.99726725132172,111.3579990738836,2026-03-04,barttorvik,1.0
Idaho St.,Idaho St.,271,-8.89,108.79830752485141,117.69203986195257,2026-03-04,barttorvik,1.0
Lindenwood,Lindenwood,272,-8.86,101.02180991812043,109.87998502283489,2026-03-04,barttorvik,1.0
South Dakota,South Dakota,273,-9.22,104.66673060594684,113.89063882530527,2026-03-04,barttorvik,1.0
Incarnate Word,Incarnate Word,274,-9.54,108.14711970786652,117.68252914622894,2026-03-04,barttorvik,1.0
Mount St. Mary's,Mt St Mary's,275,-8.85,99.39763142255967,108.24800058814847,2026-03-04,barttorvik,1.0
UTEP,UTEP,276,-9.34,101.81374234279616,111.14955007855238,2026-03-04,barttorvik,1.0
Brown,Brown,277,-9.1,98.31783447292804,107.41314622625171,2026-03-04,barttorvik,1.0
North Dakota,North Dakota,278,-10.07,107.4895462655389,117.55644869896331,2026-03-04,barttorvik,1.0
Western Michigan,W. Michigan,279,-10.15,107.42563142294026,117.5804203480647,2026-03-04,barttorvik,1.0
Morehead St.,Morehead St.,280,-10.31,107.57150580699172,117.87880247308777,2026-03-04,barttorvik,1.0
Louisiana,Louisiana,281,-9.91,102.01373553459408,111.9255296582375,2026-03-04,barttorvik,1.0
Jacksonville,Jacksonville,282,-10.1,103.18891842538247,113.28511756789722,2026-03-04,barttorvik,1.0
Presbyterian,Presbyterian,283,-10.06,102.73574465680102,112.7942424101608,2026-03-04,barttorvik,1.0
Mercyhurst,Mercyhurst,284,-10.13,101.97151981503013,112.10033589997025,2026-03-04,barttorvik,1.0
Eastern Kentucky,E. Kentucky,285,-10.89,108.88897681033744,119.7791212861994,2026-03-04,barttorvik,1.0
IU Indy,IUI,286,-11.0,106.34811539625616,117.35081811298089,2026-03-04,barttorvik,1.0
Ball St.,Ball St.,287,-10.3,98.47561643307972,108.7774231347524,2026-03-04,barttorvik,1.0
Sacred Heart,Sacred Heart,288,-11.39,106.93221845904424,118.32131470537306,2026-03-04,barttorvik,1.0
East Texas A&M,East Texas A&M,289,-10.73,100.53794108821322,111.26416514273379,2026-03-04,barttorvik,1.0
Southeastern Louisiana,SE Louisiana,290,-10.63,99.25199272140483,109.88323533646688,2026-03-04,barttorvik,1.0
Lehigh,Lehigh,291,-11.2,102.9015646346241,114.09695487478153,2026-03-04,barttorvik,1.0
Northeastern,Northeastern,292,-11.65,106.95647896955455,118.61008956976457,2026-03-04,barttorvik,1.0
Alabama A&M,Alabama A&M,293,-11.43,104.84972316015623,116.27674181473947,2026-03-04,barttorvik,1.0
Loyola Chicago,Loyola Chi.,294,-11.2,102.63490559328062,113.83141240581855,2026-03-04,barttorvik,1.0
Florida A&M,Florida A&M,295,-10.81,99.00726887894538,109.81349489576786,2026-03-04,barttorvik,1.0
North Carolina A&T,N. Carolina,296,-11.54,105.2835599780779,116.82695259489411,2026-03-04,barttorvik,1.0
Texas Southern,Ga. Southern,297,-11.42,103.30660659963274,114.72281268803292,2026-03-04,barttorvik,1.0
Hampton,Hampton,298,-11.23,100.9930815794331,112.22112779701874,2026-03-04,barttorvik,1.0
Bellarmine,Bellarmine,299,-12.75,114.62648784263163,127.3764730901873,2026-03-04,barttorvik,1.0
Northwestern St.,Northwestern St.,300,-11.42,101.81610417724869,113.236448911553,2026-03-04,barttorvik,1.0
West Georgia,W. Georgia,301,-11.62,102.90539216144688,114.52796000229372,2026-03-04,barttorvik,1.0
UNC Greensboro,,302,-12.17,107.76956177632297,119.9439639446395,2026-03-04,barttorvik,1.0
USC Upstate,SC Upstate,303,-11.38,99.30224444017864,110.68028708143487,2026-03-04,barttorvik,1.0
Le Moyne,Le Moyne,304,-11.55,100.71262563910665,112.26273374537459,2026-03-04,barttorvik,1.0
Alabama St.,Alabama St.,305,-11.56,100.5671675449729,112.13039623576297,2026-03-04,barttorvik,1.0
Arkansas Pine Bluff,Ark.-Pine Bluff,306,-12.28,104.49369459047256,116.76956591695665,2026-03-04,barttorvik,1.0
Chattanooga,Chattanooga,307,-12.32,104.53893184499405,116.86023948078878,2026-03-04,barttorvik,1.0
Central Connecticut,,308,-12.51,105.27582867527835,117.78719021983721,2026-03-04,barttorvik,1.0
Grambling St.,Grambling St.,309,-11.6,96.9291151015403,108.5287820122403,2026-03-04,barttorvik,1.0
Cleveland St.,Clev. St.,310,-13.24,110.4427422023866,123.68383255839501,2026-03-04,barttorvik,1.0
Evansville,Evansville,311,-12.26,102.19053591439615,114.44854715213629,2026-03-04,barttorvik,1.0
Houston Christian,Houston Chr.,312,-12.3,102.45543556531112,114.75636727315492,2026-03-04,barttorvik,1.0
Georgia St.,Georgia St.,313,-12.18,99.81611772396563,111.99498802199909,2026-03-04,barttorvik,1.0
Northern Arizona,N. Arizona,314,-13.21,106.62221110435324,119.83036854913522,2026-03-04,barttorvik,1.0
Oral Roberts,Oral Roberts,315,-12.99,101.61387963924864,114.60743119752277,2026-03-04,barttorvik,1.0
UMass Lowell,UMass Lowell,316,-13.65,102.45153000912883,116.10581358394805,2026-03-04,barttorvik,1.0
Wagner,Wagner,317,-13.78,102.89803618949952,116.681422149456,2026-03-04,barttorvik,1.0
Prairie View A&M,Prairie View,318,-13.67,101.09295614797354,114.75966488631455,2026-03-04,barttorvik,1.0
Stetson,Stetson,319,-14.12,104.27837405655453,118.40213484906798,2026-03-04,barttorvik,1.0
Albany,UAlbany,320,-14.37,103.2778059157751,117.64922319047099,2026-03-04,barttorvik,1.0
NJIT,,321,-14.23,98.7961556467231,113.02517741492291,2026-03-04,barttorvik,1.0
Little Rock,Little Rock,322,-15.16,102.3120631814487,117.47456243340342,2026-03-04,barttorvik,1.0
Lafayette,Lafayette,323,-15.0,100.53574879213946,115.53985536872949,2026-03-04,barttorvik,1.0
Loyola MD,Loyola-Md.,324,-15.62,102.98012536621776,118.60243856271187,2026-03-04,barttorvik,1.0
Cal St. Bakersfield,,325,-15.64,101.69136353520307,117.33181524031815,2026-03-04,barttorvik,1.0
North Florida,North Florida,326,-16.5,107.1184566739475,123.61600650725003,2026-03-04,barttorvik,1.0
Tennessee Tech,Tennessee,327,-15.75,101.58544927832239,117.33057025320036,2026-03-04,barttorvik,1.0
New Haven,New Haven,328,-15.45,96.17009965459707,111.62260444756217,2026-03-04,barttorvik,1.0
Norfolk St.,Norfolk St.,329,-16.43,100.62159931707731,117.05252328576805,2026-03-04,barttorvik,1.0
Bucknell,Bucknell,330,-16.08,98.20675128068837,114.28898381914075,2026-03-04,barttorvik,1.0
Manhattan,Manhattan,331,-17.74,104.56752404804611,122.30748630261033,2026-03-04,barttorvik,1.0
Jackson St.,Jackson St.,332,-17.22,100.93944697320126,118.15841752768797,2026-03-04,barttorvik,1.0
Eastern Illinois,E. Illinois,333,-16.29,95.44664292150313,111.73898134459216,2026-03-04,barttorvik,1.0
Holy Cross,Holy Cross,334,-17.38,101.05672376035616,118.43685055196005,2026-03-04,barttorvik,1.0
Niagara,Niagara,335,-17.24,99.96255596992349,117.20284636115906,2026-03-04,barttorvik,1.0
Fairleigh Dickinson,,336,-17.68,101.13445782297396,118.816114832991,2026-03-04,barttorvik,1.0
UTSA,UTSA,337,-17.77,100.71442869698768,118.48526363371408,2026-03-04,barttorvik,1.0
Air Force,Air Force,338,-17.47,97.0485308672245,114.51786039221759,2026-03-04,barttorvik,1.0
Stonehill,Stonehill,339,-16.83,92.12458308769372,108.95119562822299,2026-03-04,barttorvik,1.0
Northern Illinois,N. Illinois,340,-17.67,96.01044205396911,113.68246818738587,2026-03-04,barttorvik,1.0
North Alabama,South Alabama,341,-18.44,100.116965714728,118.55481461632544,2026-03-04,barttorvik,1.0
Army,Army,342,-18.8,100.2610578241492,119.05702060416544,2026-03-04,barttorvik,1.0
Alcorn St.,Alcorn St.,343,-18.62,98.88297527177454,117.50734219002774,2026-03-04,barttorvik,1.0
Canisius,Canisius,344,-18.25,95.6473199022374,113.89920792066277,2026-03-04,barttorvik,1.0
Southern Indiana,So. Indiana,345,-18.31,95.96328484670457,114.27737939109707,2026-03-04,barttorvik,1.0
Chicago St.,Chicago St.,346,-19.1,98.75814721108658,117.86115430947888,2026-03-04,barttorvik,1.0
New Hampshire,New Hamp.,347,-19.74,95.60849930789874,115.34623113858768,2026-03-04,barttorvik,1.0
Louisiana Monroe,Louisiana,348,-21.25,101.09714391949726,122.35040460955793,2026-03-04,barttorvik,1.0
The Citadel,The Citadel,349,-20.95,98.31687218345469,119.26895440321366,2026-03-04,barttorvik,1.0
Maine,Maine,350,-19.79,92.63450968267051,112.4211924998333,2026-03-04,barttorvik,1.0
Saint Francis,Saint Francis,351,-21.64,100.72400911985923,122.36289257558384,2026-03-04,barttorvik,1.0
North Carolina Central,NC Central,352,-21.67,100.85020538787238,122.51897064756237,2026-03-04,barttorvik,1.0
Morgan St.,Morgan St.,353,-21.69,99.92232239130243,121.615232862286,2026-03-04,barttorvik,1.0
Maryland Eastern Shore,,354,-22.05,93.26667953728014,115.31980395633533,2026-03-04,barttorvik,1.0
Bryant,Bryant,355,-23.02,96.66090150488674,119.67714679842935,2026-03-04,barttorvik,1.0
South Carolina St.,S. Carolina,356,-23.48,95.21258443224592,118.68778358540425,2026-03-04,barttorvik,1.0
Rider,Rider,357,-23.83,96.66570794628544,120.49978168283934,2026-03-04,barttorvik,1.0
UMKC,UMBC,358,-23.2,93.77009356058537,116.97486102376286,2026-03-04,barttorvik,1.0
Binghamton,Binghamton,359,-24.52,98.47063183004735,122.99470206853081,2026-03-04,barttorvik,1.0
VMI,VMI,360,-25.42,99.18967403033736,124.61459721867969,2026-03-04,barttorvik,1.0
Gardner Webb,Gardner-Webb,361,-27.58,95.75905250051488,123.33581816631775,2026-03-04,barttorvik,1.0
Coppin St.,Coppin St.,362,-28.22,92.45843429469348,120.68141087423773,2026-03-04,barttorvik,1.0
Delaware St.,Delaware St.,363,-27.0,88.4350590444945,115.43208351467491,2026-03-04,barttorvik,1.0
Western Illinois,W. Illinois,364,-30.3,92.76228454074476,123.05987541120683,2026-03-04,barttorvik,1.0
Mississippi Valley St.,Miss Valley St.,365,-29.78,90.03782759193035,119.82109914506154,2026-03-04,barttorvik,1.0
